"FQ_ID","QUESTION"
"180","金领卡的账单日怎么计算的"
"180","金领卡什么时候出账单"
"180","金领卡有固定的账单日吗"
"181","残缺的人民币该如何兑换"
"181","残缺人民币的兑换标准是什么"
"181","残缺的人民币可以兑换吗"
"181","残缺的人民币兑换有什么要求"
"181","残缺到什么程度的人民币可以兑换新的"
"181","污损人民币的兑换标准是什么"
"181","污损的人民币可以兑换吗"
"181","污损的人民币该如何兑换"
"181","污损的人民币兑换有什么要求"
"181","污损到什么程度的人民币可以兑换新的"
"182","企业网上银行票据业务的线下清算与线上清算有区别吗"
"182","企业网上银行票据业务的线上清算与线下清算有区别吗"
"182","企业网上银行的线下清算和线上清算有何区别"
"182","企业网上银行票据业务的线下清算与线上清算区别是什么"
"182","企业网上银行票据业务的线上清算与线下清算区别是什么"
"183","为什么插入Beekey没有弹电子银行网页"
"183","为什么插入Beekey不弹出电子银行网页"
"183","如何解决插入Beekey不弹电子银行网页"
"183","插入Beekey没有弹电子银行网页的解决方法"
"183","插入Beekey没有弹电子银行网页的原因"
"183","插入Beekey没有弹电子银行网页怎么办"
"184","我能不能在微信上面绑定你们的卡"
"184","我要用微信绑定你们的卡"
"184","我要用微信付款"
"184","微信可以用你们的卡支付吗"
"184","微信里面能不能添加你们的卡"
"184","微信能不能绑定你们的卡"
"184","我能不能用微信支付"
"184","你们的卡可以用来微信支付吗"
"184","你们的卡可以在微信上绑定吗"
"185","我想知道怎么激活办理的社保卡"
"185","社保卡激活"
"185","社保卡激活怎么办理"
"185","社保卡怎么激活啊"
"185","怎么激活社保卡"
"185","激活社保卡需要什么手续"
"185","我的社保卡怎么激活"
"185","我办理的社保卡怎么激活"
"185","我想知道社保卡应该怎么激活"
"185","我想知道社保卡怎么激活"
"186","Ⅲ类户有哪些功能"
"186","三类户有哪些功能"
"186","3类户是什么"
"186","三类户是什么"
"186","3类户有哪些功能"
"187","开通手机银行蜜蜂e令需要怎么做"
"187","开通手机银行蜜蜂e令需要什么手续"
"187","开通手机银行蜜蜂e令的手续是怎么样的"
"187","如何开通个人手机银行蜜蜂e令业务"
"187","我想开通手机银行蜜蜂e令业务"
"187","手机银行蜜蜂e令业务需要如何开通"
"188","Ⅱ类户最多可以取多少钱"
"188","二类户的取款额度是多少"
"188","二类户最多可以取多少钱"
"188","2类户最多可以取多少钱"
"188","2类户的取款额度是多少"
"189","企业网银一站式转账中的支付渠道中智能选择和加急有什么区别"
"189","企业网银一站式转账中的支付渠道中智能选择和加急有区别吗"
"189","企业网银一站式转账中的支付渠道中智能选择和加急是否有区别"
"189","企业网银里面的支付渠道里智能选择和加急有什么区别"
"189","在企业网银页面里的智能选择和加急有区别吗"
"19","查询明细"
"19","查明细"
"19","消费记录查一下"
"19","消费明细查询"
"19","查消费明细"
"190","购买大额存单的最低金额是多少"
"190","购买大额存单不能低于多少金额"
"190","购买大额存单必须满足多少金额以上才可以"
"190","大额存单至少要买多少金额才可以"
"190","购买大额存单有起点金额吗"
"191","我想问一下你们的黄金怎么卖"
"191","黄金你们这儿卖嘛"
"191","你们这边能不能买黄金"
"191","你们的黄金可以在哪儿买"
"191","去哪儿买黄金"
"191","我可以在你们这儿买黄金嘛"
"191","我想卖你们的黄金"
"191","怎么买黄金"
"191","可以在哪儿买你们的黄金"
"192","我不想绑定一卡通代扣了怎么解除"
"192","为什么一卡通代扣解除不了"
"192","一卡通代扣怎么解除绑定"
"192","一卡通代扣解绑怎么办理"
"192","哪里可以解绑一卡通的代扣业务"
"193","什么时候发公务卡的账单"
"193","我想知道公务卡账单什么时候可以看"
"193","我是否可以随时查看公务卡账单"
"193","我想查看公务卡的账单"
"193","我可以什么时候查看公务卡账单"
"193","公务卡的账单随时都能看吗"
"193","公务卡什么时候发账单"
"193","公务卡账单能不能随时查看"
"193","公务卡的账单什么时候可以看"
"194","企业手机银行哪些业务需要蓝牙蜜盾验证"
"194","哪些企业手机银行业务需要蓝牙蜜盾验证"
"194","哪些企业手机银行交易需要蓝牙蜜盾验证"
"194","哪些交易需要企业手机银行蓝牙蜜盾验证"
"194","哪些业务需要企业手机银行蓝牙蜜盾验证"
"194","需要蓝牙蜜盾验证的业务有哪些"
"194","企业手机银行哪些交易需要蓝牙蜜盾验证"
"194","不需要蓝牙蜜盾验证的业务有哪些"
"195","借记卡交易密码遗忘怎么进行找回"
"195","借记卡交易密码遗忘找回需要哪些材料"
"195","准备哪些材料才能进行借记卡交易密码遗忘找回"
"195","借记卡交易密码遗忘怎么办"
"195","借记卡交易密码遗忘如何处理"
"195","借记卡交易密码遗忘需要准备些什么"
"196","visa在国外刷卡每天最多可以刷多少"
"196","我想知道visa信用卡在国外每天可以刷多少钱"
"196","我想知道visa信用卡在国外一笔可以刷多少钱"
"196","我想知道visa在国外的单笔消费额度"
"196","我想知道visa在国外的单日消费额度"
"196","visa信用卡国外消费的单笔额度是多少"
"196","visa信用卡国外消费的单日额度是多少"
"196","visa信用卡境外消费单笔限额"
"196","visa信用卡境外消费单日限额"
"196","visa信用卡是不是在国外消费每笔都有额度"
"196","visa信用卡是不是在国外消费每日都有额度"
"196","visa信用卡在国外的单笔消费额度是多少"
"196","visa信用卡在国外的单日消费额度是多少"
"196","visa信用卡在国外的每天可以刷多少钱"
"196","visa信用卡在国外的一笔可以刷多少钱"
"196","visa的国外单笔消费是多少"
"196","visa的国外单日消费是多少"
"196","visa在国外刷卡一笔最多可以刷多少"
"196","visa在国外消费最多每天刷多少钱"
"196","visa在国外消费最多一笔刷多少钱"
"196","visa在国外的单笔消费额度"
"196","visa在国外的单日消费额度"
"197","贷记卡的积分可以兑换什么"
"197","贷记卡积分兑换"
"197","贷记卡积分怎么兑换"
"197","贷记卡能不能积分兑换"
"197","信用卡的积分可以兑换什么"
"197","我的信用卡的积分能兑换东西嘛"
"197","信用卡积分怎么兑换"
"197","信用卡能不能积分兑换"
"197","我的贷记卡的积分能兑换东西嘛"
"198","你们每个黄金产品多少克"
"198","你们一般一块金砖多少克"
"198","你们卖什么规格的黄金"
"198","你们的实体黄金多少克"
"198","你们的黄金怎么卖"
"198","你们的黄金什么规格"
"198","黄金有哪几种规格的"
"198","黄金一钱多少克"
"199","活期化理财产品的利息是立刻到账的吗"
"199","活期化理财收益的到账时间是什么时候"
"199","活期化理财的收益什么时候到账"
"199","活期化理财的收益不是立刻到账的吗"
"199","活期化理财产品的利息怎么还没到"
"199","活期化理财的利息是立刻到账的吗"
"199","活期化理财产品的收益到账时间是什么时候"
"199","活期化理财产品的收益不是立刻到账的吗"
"199","活期化理财的利息怎么还没到"
"2","企业银行否查询柜面签发的电票"
"2","企业银行可以查询柜面签发的电子汇票吗"
"2","企业银行能不能查询柜面签发的电子汇票"
"2","企业网银能不能查到柜面签发的电子汇票"
"2","企业网银是否可以查询柜面签发的电子汇票"
"2","如何通过企业银行查询柜面签发的电子汇票"
"20","补办的服务卡什么时候拿"
"20","我可以什么时候来取补办的服务卡"
"20","我什么时候来取我补办的服务卡"
"20","什么时候可以拿到补办的服务卡"
"20","什么时候方便来拿补办的服务卡"
"20","补办的服务卡的领取时间"
"20","我补了一张五一服务卡什么时候可以拿到"
"20","补服务卡后的领取时间"
"20","服务卡补办的领取时间"
"20","补办服务卡的领卡时间"
"200","2类户是什么"
"200","二类户是什么"
"200","二类户有哪些功能"
"200","Ⅱ类户有哪些功能"
"200","2类户有哪些功能"
"201","在国外刷visa汇率怎么算"
"201","visa信用卡在国外刷卡之后怎么算汇率"
"201","visa消费之后怎么算汇率"
"201","visa消费的汇率怎么算"
"201","visa在国外刷卡的汇率怎么算"
"201","在国外刷visa消费怎么算汇率"
"202","是不是所有的公交车都能刷电子钱包卡"
"202","我坐什么公交车都能刷电子钱包卡嘛"
"202","电子钱包卡可以坐哪些公交"
"202","电子钱包卡的使用范围"
"202","我想知道哪些公交车可以刷电子钱包卡"
"202","哪些公交车可以使用电子钱包卡"
"202","电子钱包卡是不是可以在所有的公交车上刷"
"202","所有公交都能用电子钱包卡嘛"
"202","我坐哪班公交车可以刷电子钱包卡嘛"
"203","如何提高金领卡的额度"
"203","金领卡的额度会自动提高吗"
"203","我想提高金领卡的额度"
"203","我可以申请提高金领卡的额度吗"
"203","提高金领卡额度需要办理什么手续"
"204","信用卡现金的分期还款标准是什么"
"204","我可以去哪儿办信用卡现金分期"
"204","我怎么才能办信用卡的分期还款"
"204","我可以在网上申请信用卡的现金分期嘛"
"204","信用卡现金分期还款的最低数额是多少"
"204","信用卡的分期还款业务是在哪儿办"
"204","怎么才能分期还款信用卡现金"
"204","信用卡现金分期还款可以在哪儿申请"
"204","信用卡现金能不能分期还款"
"204","我想办理信用卡现金分期还款"
"205","企业账户最多能关联几个手机短信提醒"
"205","企业账户可以几个手机有短信提醒功能"
"205","企业账户短信提醒功能最多可开通几个手机号码"
"205","手机提醒最多能关联几个手机号"
"205","手机提醒最多能关联几个手机短信提醒"
"205","企业账户最多能关联几个手机号"
"205","手机提醒可以几个手机有短信提醒功能"
"206","下载证书后提示错误怎么办"
"206","为什么会提示证书下载错误"
"206","证书下载错误的原因是什么"
"206","证书下载错误如何处理"
"206","证书下载提示The error8009001Doccurre"
"206","证书下载显示错误"
"207","准备哪些材料才能进行企业开户许可证丢失找回"
"207","企业开户许可证丢失如何处理"
"207","企业开户许可证丢失需要准备些什么"
"207","企业开户许可证丢失怎么办"
"207","企业开户许可证丢失找回需要哪些材料"
"207","企业开户许可证丢失怎么进行找回"
"208","密码找回在哪里办理"
"208","密码忘了怎么找回"
"208","密码忘了怎么办"
"208","如何找回密码"
"208","密码忘了可以重置吗"
"209","准备哪些材料才能进行企业一般户地址变更"
"209","企业一般户地址如何变更"
"209","企业一般户地址变更需要准备些什么"
"209","企业一般户地址变更需要哪些材料"
"209","企业一般户地址变更如何办理"
"209","企业一般户地址怎么进行变更"
"21","手机银行的安装说明有没有"
"21","手机银行的转账到账时间会比柜台快嘛"
"21","手机银行的转账到账时间是多久"
"21","手机银行转账的话什么时候到账"
"21","手机银行转账几天到账"
"21","手机银行转账能马上到账嘛"
"21","手机银行转账之后几天之内到账"
"21","在手机银行的转账是立马到账的嘛"
"21","在手机银行上转账的到账时间"
"21","我在手机银行上转账了什么时候对方能收到"
"210","维护企业网银收款人信息"
"210","企业网银如何模糊查询收款人信息"
"210","企业网银收款人信息模糊查询"
"210","企业网银收款人信息如何查找"
"210","企业网银收款人信息维护"
"210","企业网银转账时收款人信息在哪"
"211","怎么购买大额存单"
"211","购买大额存单的流程是什么"
"211","购买大额存单需要提交什么手续"
"211","购买你们银行的大额存单方便吗"
"211","大额存单可以在哪里购买"
"211","大额存单怎么购买"
"212","为什么登陆企业网银密码报错"
"212","如何处理企业网银登陆密码报错"
"212","企业网银提示密码错误怎么办"
"212","登录企业网银时密码报错怎么办"
"212","登陆企业网银提示密码报错如何处理"
"213","五一服务卡丢了怎么办"
"213","五一服务卡丢失怎么补办"
"213","五一服务卡遗失后该怎么办"
"213","五一服务卡怎么补办"
"213","我想知道怎么补办五一服务卡"
"213","怎么补一张五一服务卡"
"213","我要补办五一服务卡"
"213","我的五一服务卡丢了"
"213","我的五一服务卡丢了怎么挂失"
"213","我的五一服务卡找不到了"
"214","五一服务卡的有效期是多久"
"214","五一服务卡是不是有有效期"
"214","五一服务卡是否有有效期"
"214","五一服务卡有效期是不是很短"
"214","我想请问一下五一服务卡的有效期"
"214","我想问一下五一服务卡的有效期"
"214","我办的五一服务卡是不是有有效期"
"214","我办理的五一服务卡有效期是只能在五一期间使用嘛"
"215","如何更新企业网银证书"
"215","我的企业网银证书需要更新"
"215","查询企业网银证书的有效期限"
"215","企业网银证书的有效期是多久"
"215","企业网银证书更新方法"
"215","企业网银证书更新流程"
"215","企业网银证书更新需要准备什么材料"
"215","企业网银证书有效期查询方法"
"215","企业网银证书有效期查询入口"
"215","如何查询企业网银证书有效期"
"216","坐车可以用不同的卡刷吗"
"216","进出站能不能用不同的银行卡"
"216","进出站刷的银行卡可以是不一样的吗"
"216","进出站刷手机pay但是用不同的卡可以吗"
"216","进出站刷手机pay但是用不同的卡有问题吗"
"216","进站出站刷的银行卡必须是一样的吗"
"216","进站和出站可以用不同的卡吗"
"216","进站和出站如果用不同的卡会不会有问题"
"216","可以用不同的银行卡进出闸吗"
"216","不同的卡进出站会有问题吗"
"216","如果我用不同的卡进出站会怎么样"
"217","准备哪些材料才能进行企业基本户法人变更"
"217","企业基本户法人变更如何办理"
"217","企业基本户法人变更需要哪些材料"
"217","企业基本户法人变更需要准备些什么"
"217","企业基本户法人如何变更"
"217","企业基本户法人怎么进行变更"
"218","是不是所有的车都能办etc"
"218","可以办etc的车有哪些"
"218","请问所有的车都能办etc嘛"
"218","我的车想办etc"
"218","我的车能不能办etc"
"218","我的车可以办etc嘛"
"218","哪些车可以办etc"
"218","可以办理etc的车辆有哪些"
"219","我要是信用卡取款你们怎么收利息"
"219","我在你们柜台用信用卡取款之后你们怎么算利息"
"219","贷记卡取现怎么收利息费"
"219","信用卡的取现利息怎么收费"
"219","我的信用卡在取款之后怎么收利息费"
"219","信用卡取现金怎么算利息"
"219","信用卡取现金利息怎么收费"
"219","信用卡取款的利息怎么收取"
"219","信用卡要是取现金的话怎么算利息"
"219","信用卡取现利息如何收费"
"22","一元观影是什么"
"22","一元观影活动介绍"
"22","一元观影的一张卡有没有购买额度限制"
"22","一元观影的卡最多可以买多少钱"
"22","一元观影的卡有购买额度限制吗"
"22","一元观影的卡是不是有消费额度限制"
"22","一元观影一张卡可以买多少钱"
"22","一元观影的卡可以多次购买吗"
"22","1元观影活动一张卡购买限额"
"22","什么是一元观影活动"
"22","一元观影的活动卡有没有购买额度限制"
"22","一元观影的活动卡是不是可以多次购买"
"22","我的一元观影活动的卡可以多买几次嘛"
"22","一元观影的卡是不是有购买额度限制"
"220","存折开户可以别人拿身份证去吗"
"220","存折开通可以不是本人去吗"
"220","存折开户手续可以别人代替办理吗"
"220","存折开户可以让别人去吗"
"220","存折开户可以代办吗"
"221","存折活期转定期需要准备些什么"
"221","准备哪些材料才能进行存折活期转定期"
"221","存折活期转定期怎么进行"
"221","存折活期转定期需要哪些材料"
"221","存折活期转定期如何处理"
"221","存折活期转定期怎么办"
"222","如何能查询到身份证下有几张借记卡"
"222","查询身份证下有几张借记卡需要什么材料"
"222","如何查询身份证下有几张借记卡"
"222","去哪里可以查询身份证下有几张借记卡"
"222","怎么才能知道身份证下有几张借记卡"
"223","如何办理企业网银USBKey序号维护"
"223","企业网银USBKey序号为空怎么办"
"223","如何解决企业网银USBKey序号为空"
"223","企业网银帧数更新时为什么提示USBKey序号为空"
"223","企业网银USBKey序号维护流程"
"224","如何刷新验证码图片"
"224","验证码超时怎么办"
"224","验证码图片如何刷新"
"224","如何处理验证码超时"
"224","提示验证码超时怎么办"
"225","我想知道哪儿能办社保卡"
"225","我可以去你们网点办社保卡嘛"
"225","我可以去哪儿办社保卡"
"225","社保卡可以在哪儿办"
"225","我能去哪儿办社保卡"
"225","我想查一下社保卡的办理地点"
"225","我想办理社保卡可以去哪儿"
"225","我的社保卡可以去哪儿办"
"225","社保卡去哪个网点办"
"225","社保卡是不是要去你们网点办"
"226","存折丢了该怎么办"
"226","存折丢失该如何处理"
"226","存折丢失可以挂失吗"
"226","存折丢失怎么办"
"226","存折如何补办"
"227","我的beekey找不到了"
"227","我想问一下我的网银beekey丢了要怎么办"
"227","我的网银beekey证书找不到了"
"227","我找不到我的beekey 了要怎么办"
"227","我找不到我的beekey了"
"227","我不能找到我的beekey了"
"227","我的beekey丢了"
"227","我的beekey丢失了"
"227","我的beekey丢失需要什么手续"
"228","储蓄账户挂失需要钱吗"
"228","储蓄账户挂失要多少钱"
"228","储蓄账户挂失需要多少钱"
"228","储蓄账户挂失收费吗"
"228","储蓄账户的挂失费用是多少"
"228","储蓄账户的工本费是多少钱"
"229","我拆掉标签之后还能使用吗"
"229","我可以拆掉etc的电子标签吗"
"229","我的电子标签坏了我把它拆掉了"
"229","我可以自己拆掉电子标签吗"
"229","我拆掉etc电子标签之后会怎么用"
"229","etc电子标签可不可以自己拆"
"229","我把etc的电子标签拆掉了"
"23","我想知道我的社保卡的密码忘记了该怎么办"
"23","我社保卡的交易密码忘了"
"23","社保卡的交易密码忘了"
"23","我的社保卡的密码记错被锁住了"
"23","要是我社保卡的交易密码忘了怎么办"
"23","我的社保卡的密码输错被锁住了"
"23","我的社保卡的密码忘记了要怎么办"
"23","我把我社保卡的交易密码忘了"
"230","我需要关闭信用卡的免密支付额度"
"230","我需要关闭我信用卡的免密支付额度"
"230","我的信用卡的免密支付的额度能不能关闭"
"230","我的信用卡免密支付的额度是否可以关闭"
"230","我的信用卡免密额度能不能关闭"
"230","我想关闭一下我信用卡的免密支付额度"
"230","我想关闭信用卡的免密额度"
"230","信用卡的免密支付额度可以更关闭嘛"
"230","信用卡的免密额度是不是可以关闭"
"231","visa能不能在国内刷卡"
"231","visa信用卡在国内能不能刷"
"231","visa信用卡在国内刷卡的话行不行"
"231","visa应该也能在国内刷吧"
"231","visa能不能在国内刷卡消费"
"231","我想知道我在国内能不能用visa"
"231","visa能不能在国内消费"
"231","visa的信用卡使用范围包括国内嘛"
"231","visa可以在国内刷卡消费嘛"
"231","visa是不是也能在国外用"
"232","登陆网银时证书过期"
"232","我的网银证书过期了怎么办"
"232","网银证书过期如何处理"
"232","网银使用时提示证书过期"
"232","为什么提示网银证书过期"
"232","如何处理过期网银登陆证书过期"
"233","存折短信通知该怎么查询"
"233","存折短信通知查询怎么进行"
"233","存折短信通知查询需要准备些什么"
"233","存折短信通知查询需要哪些材料"
"233","想要进行存折短信通知查询该怎么办"
"233","怎么样才能进行存折短信通知查询"
"234","校园卡圈存要输密码才能成功吗"
"234","校园卡的圈存需要有密码吗"
"234","校园卡圈存时可以不输交易密码吗"
"234","校园卡圈存时是不是需要取款密码"
"234","校园卡圈存时要输交易密码吗"
"235","在手机银行转钱到不同银行的卡怎么操作"
"235","跨行转账在手机银行上面怎么操作"
"235","跨行转账在手机银行上操作复杂嘛"
"235","我想知道怎么操作不同银行的手机银行转账"
"235","手机银行跨行转账怎么操作"
"235","怎么操作才能在手机银行上实现跨行转账"
"235","怎么用手机银行跨行转账"
"235","手机银行的不同银行卡转账是怎么操作的"
"235","手机银行的跨行转账是怎么做的"
"235","你们的不同银行的银行卡可以在手机银行上转账嘛"
"236","我想知道我的蜜蜂校园卡校园交易密码忘记了该怎么办"
"236","我把我蜜蜂校园卡校园交易密码忘了"
"236","我蜜蜂校园卡校园交易密码忘了"
"236","我的蜜蜂校园卡校园交易密码忘记了要怎么办"
"236","我的蜜蜂校园卡校园交易密码输错被锁住了"
"236","我的蜜蜂校园卡校园交易密码记错被锁住了"
"236","蜜蜂校园卡校园交易密码忘了"
"236","要是我蜜蜂校园卡校园交易密码忘了怎么办"
"237","为什么企业网银提示站点证书未通过"
"237","我的企业网银提示站点证书未通过该怎么办"
"237","企业网银提示站点证书未通过怎么办"
"237","企业网银的站点证书提示未通过怎么办"
"237","如何处理企业网银提示站点证书未通过"
"238","我能不能设置我贷记卡的查询密码"
"238","我想开通一下信用卡的查询密码"
"238","我需要设置我的贷记卡的查询密码"
"238","我需要开通我的贷记卡的查询密码"
"238","我需要开通我贷记卡的查询密码"
"238","贷记卡的查询密码是否可以开通"
"238","贷记卡设置查询密码"
"238","贷记卡的查询密码能办吗"
"238","我可以开通我贷记卡的查询密码吗"
"238","能不能开通贷记卡的查询密码"
"238","能不能帮我开通我的贷记卡的查询密码"
"238","我要设置贷记卡的查询密码"
"239","存折短信服务每月扣多少钱"
"239","存折短信业务的收费标准是什么"
"239","存折的短信服务的价格是多少"
"239","存折短信业务要钱吗"
"239","存折开通短信服务的费用是多少"
"239","存折开通短信业务需要手续费吗"
"24","借记卡定期信息查询如何处理"
"24","准备哪些材料才能进行借记卡定期信息查询"
"24","借记卡定期信息查询怎么进行"
"24","借记卡定期信息查询怎么办"
"24","借记卡定期信息查询需要准备些什么"
"24","借记卡定期信息查询需要哪些材料"
"240","信用卡逾期是影响征信吗"
"240","信用卡逾期是否有信用记录"
"240","信用卡逾期是不是要上征信名单"
"240","我要是信用卡没有及时还款有征信记录吗"
"240","我的信用卡没有及时交钱是不是影响征信"
"240","我的信用卡忘了按时还款会有什么影响"
"240","征信包括信用卡逾期付款吗"
"240","我的信用卡逾期没交钱是否影响征信"
"240","信用卡过期没缴费有什么影响"
"240","信用卡没有及时还款的时候是不是有征信记录"
"240","信用卡的逾期影响是什么"
"241","我想知道visa信用卡什么时候还款"
"241","我想知道visa信用卡的还款时间是什么时候"
"241","visa信用卡的还款时间是什么时候"
"241","我的visa信用卡有没有还款时间"
"241","我的visa信用卡的还款时间是什么时候"
"241","我想查一下visa信用卡的还款时间"
"241","visa还款时间"
"241","visa信用卡什么时候还钱"
"241","visa信用卡什么时候还款"
"241","visa信用卡还款时间"
"241","visa信用卡的还款时间是多久"
"241","visa信用卡的还款日是哪天"
"242","etc的使用有车道限制嘛"
"242","我可以在其他车道用etc嘛"
"242","etc可以在其他车道使用嘛"
"242","是不是所有的车道都能用etc"
"242","etc的使用范围"
"242","我可不可以在其他车道也用etc"
"242","etc能否在其他车道使用"
"242","我要是在其他车道想用etc怎么办"
"243","五一服务卡激活怎么让别人帮我办理"
"243","代办激活五一服务卡需要什么手续"
"243","我想知道五一服务卡怎么代办激活"
"243","我想知道五一服务卡怎么让别人代办激活"
"243","怎么代办激活五一服务卡"
"243","五一服务卡激活代办行不行"
"243","我办理的五一服务卡激活能不能代办"
"243","我的五一服务卡怎么代办激活"
"243","五一服务卡怎么代办激活啊"
"243","我想知道别人能不能激活我办理的五一服务卡"
"244","etc消费是不是积分制"
"244","etc消费是不是有积分"
"244","etc消费有积分吗"
"244","etc消费有没有积分"
"244","我用etc消费的话有积分吗"
"244","etc的消费有积分吗"
"244","etc消费是不是产生了积分"
"244","我想知道我的etc消费是不是会产生积分"
"245","信用卡ATM机取款手续费"
"245","信用卡ATM机同城取款次数"
"245","信用卡ATM机同城取款额度"
"245","信用卡ATM机同城取款手续费"
"245","信用卡ATM机异地取款次数"
"245","信用卡ATM机异地取款额度"
"245","信用卡ATM机异地取款手续费"
"245","信用卡ATM机境外取款次数"
"245","信用卡ATM机境外取款额度"
"245","信用卡ATM机境外取款手续费"
"245","信用卡ATM机取款次数"
"245","信用卡ATM机取款额度"
"246","我需要挂失一下我丢失的贷记卡"
"246","我的信用卡丢了需要挂失"
"246","我需要挂失一下我丢失的信用卡"
"246","我的信用卡丢了是不是需要挂失"
"246","我的信用卡丢了"
"246","我的贷记卡丢了需要挂失"
"246","我的贷记卡丢了是不是需要挂失"
"246","我的贷记卡丢了"
"246","贷记卡挂失"
"246","我想挂失一下我的信用卡"
"246","我想挂失一下贷记卡"
"247","我想换一下社保卡里面的照片"
"247","社保卡里面的我的个人信息需要变更"
"247","社保卡里面的信息需要更改"
"247","社保卡里面的信息需要更新一下"
"247","社保卡照片变更"
"247","社保卡的信息更新"
"247","我能不能换一下社保卡里面的照片"
"247","我能不能把社保卡的照片换一下"
"247","我想更新一下社保卡的信息"
"247","我想更新一下社保卡的个人信息"
"248","我的网银登录的时候出现了cannot allocate htpxml"
"248","我的网银登录的时候出现了cannot allocate httpxm"
"248","我的网银登录的时候出现了cannot allocate httpxml"
"248","我的网银登录的时候出现了cannot allocat httpxml"
"248","我的网银登录的时候出现了cannot ellocate httpxml"
"248","我的网银登录的时候出现了canot allocate httpxml"
"248","我的网银登录的时候出现了canot allocate htpxml"
"248","我的网银登录的时候出现了cannot llocate httpxm"
"248","我的网银登录的时候出现了canot ellocate httpxml"
"249","我至少要买多少金额活期化理财才能购买成功"
"249","购买活期化理财有最小金额吗"
"249","活期化理财的起点金额是多少"
"249","多少金额以上我就可以购买活期化理财了"
"249","我想知道活期化理财的起点金额"
"25","什么时间之内公务卡不用利息"
"25","公务卡消费什么时间之内可以不用给利息"
"25","公务卡消费在多久之后要给利息"
"25","公务卡消费免收利息的时间"
"25","公务卡消费多久不用给利息"
"25","公务卡消费不用给利息的周期是多久"
"25","公务卡消费免收利息的周期是多久"
"25","公务卡消费能不能不给利息"
"25","公务卡的利息是在消费之后多久给"
"25","公务卡消费不用给利息的时间"
"250","社保卡去哪里激活"
"250","社保卡怎么激活"
"250","社保卡激活的手续是什么"
"250","社保卡激活需要什么手续"
"250","社保卡激活该怎么做"
"251","准备哪些材料才能进行企业基本户注册资金变更"
"251","企业基本户注册资金怎么进行变更"
"251","企业基本户注册资金如何变更"
"251","企业基本户注册资金变更如何办理"
"251","企业基本户注册资金变更需要哪些材料"
"251","企业基本户注册资金变更需要准备些什么"
"252","信用卡没有设置查询密码可以绑定网银吗"
"252","信用卡一定要设置查询密码才可以绑定网银吗"
"252","为什么信用卡绑定网银一定要设置查询密码"
"252","信用卡没有设置查询密码在网银上绑不了吗"
"252","信用卡的查询密码设置好了可以在网银加挂了吗"
"253","2类户的存款额度是多少"
"253","二类户的存款额度是多少"
"253","二类户最多可以存多少钱"
"253","2类户最多可以存多少钱"
"253","Ⅱ类户最多可以存多少钱"
"254","怎么开通手机快捷支付"
"254","三星手机怎么开通手机闪付"
"254","我想问一下你们的银行卡怎么开通手机闪付"
"254","苹果手机怎么开通手机闪付"
"254","请问一下你们的银行卡在手机闪付上怎么绑定"
"254","你们银行卡可以开通手机闪付嘛"
"254","你们的银行卡怎么开通手机闪付"
"254","华为手机怎么开通手机闪付"
"255","想要进行借记卡活期余额查询该怎么办"
"255","借记卡活期余额该怎么查询"
"255","借记卡活期余额查询需要准备些什么"
"255","怎么样才能进行借记卡活期余额查询"
"255","借记卡活期余额查询需要哪些材料"
"255","借记卡活期余额查询怎么进行"
"256","我的社保卡怎么坏了"
"256","社保卡的损坏是否需要补办"
"256","我的社保卡坏了怎么办"
"256","我的社保卡损坏了影响我的使用了"
"256","社保卡的损坏影响到了我的使用"
"256","社保卡坏了的话补办要不要钱"
"256","社保卡坏了能不能补办"
"256","我的社保卡损坏可以重新开卡嘛"
"256","社保卡怎么会坏"
"256","社保卡损坏是否需要补办"
"257","etc高速扣费要多久"
"257","etc高速是当天扣款吗"
"257","etc高速消费是当天结清的吗"
"257","etc是不是有高速扣款周期"
"257","etc的高速扣款是几天"
"257","etc在高速扣款是需要几天"
"257","etc走高速之后多久扣款"
"258","是不是积分商城也能分期"
"258","信用卡商城能不能分期购物"
"258","信用卡的积分商城可以用分期吗"
"258","信用卡的积分商城是不是也能分期"
"258","信用卡的积分商城也能分期吗"
"258","信用卡积分商城也能分期购物吗"
"258","信用卡积分商城也能分期吗"
"258","能不能在信用卡积分商城分期"
"258","怎么在商城用信用卡分期购物"
"259","在哪里用信用卡的积分兑换东西"
"259","信用卡的积分兑换可以在哪里办"
"259","信用卡积分兑换要去你们行里吗"
"259","怎么用信用卡的积分兑换礼品"
"259","我怎么拿信用卡的积分兑换东西"
"259","你们的信用卡积分怎么兑换啊"
"259","你们网站可以用信用卡积分兑换吗"
"259","信用卡积分兑换有哪几种方式啊"
"26","脱机状态下是否不能使用企业网银"
"26","是否必须联网才能使用企业网银"
"26","企业网银是否需要联网操作"
"26","企业网银是不是在有网络的环境下才可以操作"
"26","不联网是否不能使用企业网银"
"260","立刻更新网银新版本点击后没反应"
"260","企业网银新版本点击立即更新没反应该如何处理"
"260","点击了立即更新企业网银新版本没反应"
"260","为什么我的企业网银新版本点击立即更新没反应"
"260","我想更新企业网银新版本该如何操作"
"261","准备哪些材料才能进行电子渠道账户挂失找回"
"261","电子渠道账户挂失需要准备些什么"
"261","电子渠道账户挂失怎么进行找回"
"261","想进行电子渠道账户挂失怎么办"
"261","电子渠道账户挂失如何处理"
"261","电子渠道账户挂失需要哪些材料"
"262","储蓄通存通兑业务在哪里办理"
