,question_id,question
710,711,我为什么要办无卡支付
711,712,无卡支付的优点是什么
712,713,没有卡也能支付吗
713,714,我想要买理财
714,715,我想理财
715,716,我要买理财产品需要怎么做
716,717,理财的产品怎么卖
717,718,你们这边能买理财吗怎么买
718,719,我在哪里可以购买活期化理财
719,720,蜜蜂校园卡校园账户丢失
720,721,我想请问一下电子钱包卡的有效期
721,722,ETC销户怎么办
722,723,手机银行办账户挂失方便嘛
723,724,我不想去柜台办挂失
724,725,我能不能看一下我的转账额度
725,726,这张卡网上转账最多转多少
726,727,我的网银最多转多少钱
727,728,我的网银有没有转账额度
728,729,网上转账有上限吗
729,730,证书下载是vista系统的电脑也可以吗
730,731,网银win7系统能否下载证书
731,732,我要是下载证书电脑是winxp能不能下载
732,733,如何进行开户
733,734,我把校园卡密码挂失了校园功能还能使用吗
734,735,我的校园卡密码挂失以后校园功能怎么办
735,736,我的信用卡能不能设置一个自动还款的账号
736,737,我要想设置一个贷记卡自动还款账号要怎么做
737,738,我的电子钱包卡找不到了
738,739,五一服务卡办理要不要收费
739,740,如果我想办五一服务卡需要收费吗
740,741,办五一服务卡你们要不要收手续费
741,742,办理五一服务卡是不是要收手续费
742,743,visa信用卡有优惠嘛
743,744,visa最近有没有活动
744,745,visa能不能有优惠活动
745,746,企业网上银行密码何时解锁
746,747,企业网上银行密码锁定会自动解锁吗
747,748,我的信用卡余额怎么看
748,749,查一下我的信用卡余额
749,750,我的信用卡余额信息
750,751,帮我查一下金领卡的最低还款额
751,752,大额存单有多少利率
752,753,大额存单是怎么计息的
753,754,存折交易明细该怎么查询
754,755,不知道自己有没有借记卡的短信通知
755,756,手机银行安装是什么样的程序
756,757,怎么我刷卡没有积分的
757,758,信用卡刷卡的积分规则是怎么样的
758,759,我刚刷了卡有没有积分的
759,760,存折口头挂失有效期是多久
760,761,存折丢失应该如何口头挂失
761,762,基金赎回以后多久会到账
762,763,基金赎回以后会立刻到账吗
763,764,基金赎回到账时间怎么算
764,765,etc有黑名单吗
765,766,etc的黑名单是怎么设置的
766,767,请问一下etc是不是有黑名单
767,768,visa信用卡能不能取美元
768,769,visa可以取哪几种货币
769,770,蜜蜂校园卡需要激活怎么办
770,771,网上买的黄金提取是在你们网点还是黄金店
771,772,网上购买的黄金可以在你们网点提嘛
772,773,实物黄金购买后哪里可以提金
773,774,我去哪儿提我的黄金
774,775,网上买的黄金能实体店提嘛
775,776,存单销户要准备什么材料
776,777,在国外用visa取款的话是不是要收高额的手续费
777,778,visa信用卡在外国取现金的话是怎么收费的
778,779,visa信用卡可刷卡的地区
779,780,visa可以在哪些地区刷卡使用
780,781,审核员如何审核交易
781,782,审核网银交易的按钮在哪
782,783,如何进入企业网银审核界面
783,784,企业网银审核交易从哪里进而无法
784,785,我想审核未完成交易
785,786,我的网银不想用了
786,787,怎么注销个人网上银行
787,788,网银的注销手续是什么
788,789,如何才能注销个人网银
789,790,个人存款证明是不是不能提前解除
790,791,我需要更改我的贷记卡的短信通知号码
791,792,1222
792,793,222？？
793,794,22
794,795,12
795,796,122
796,797,1
797,798,4
798,799,3
799,800,2
800,801,5
801,802,USBKey要怎么解锁
802,803,USBKey被锁怎么办
803,804,USBKey去哪里解除锁定
804,805,USBKey被锁如何解锁
805,806,我要办理信用卡
806,807,办卡怎么办
807,808,我想办卡啊
808,809,办卡申请
809,810,我测试2
810,811,我想了解一下手机银行的无卡取现
811,812,手机银行是不是有无卡取现金
812,813,手机银行没有卡能不能取现
813,814,手机银行没有实体卡也能取现嘛
814,815,进入etc黑名单的话要多久出来
815,816,etc消除黑名单周期
816,817,网银登陆密码被锁应该怎么做
817,818,网银登录时输入错误过多密码被锁
818,819,在你们ATM机上转账要不要手续费
819,820,ATM机借记卡异地转账手续费
820,821,融合卡有没有固定的出账日
821,822,金领卡的还款日期怎么算
822,823,金领卡有具体的还款时间吗
823,824,不动户被限制了哪些业务
824,825,不动户对业务办理有什么影响
825,826,不动户哪些业务无法办理
826,827,我能不能用applepay支付
827,828,如何开通applepay
828,829,你们的卡可以在apple pay上绑定吗
829,830,我要用apple pay付款
830,831,电子钱包卡要是超出有效期了需要怎么做
831,832,我能不能重新使用超出有效期的电子钱包卡
832,833,我的网银登录的时候提示用户名错误
833,834,登陆网银客户端显示证书无效的原因是什么
834,835,我能不能退电子钱包卡的押金
835,836,我要是不用电子钱包卡了会不会退押金
836,837,大众版的网银要怎么办
837,838,我想办理大众版网上银行
838,839,业务少一点网银怎么办
839,840,我怎么在你们网页上开通网银
840,841,我要怎么申请大众网银
841,842,我要办大众版的网上银行需要怎么办
842,843,金领卡能申请到的最高额度是多少
843,844,我刚帮我爸兑换了积分你们礼品去哪里领
844,845,你们卡积分换礼品去网点领的吗卡片不是我自己的
845,846,你们网上的积分换礼不是卡主可以待领吗
846,847,不是我的透支卡要去哪里查卡的积分
847,848,不是我的信用卡积分怎么查
848,849,非本人查询信用卡积分
849,850,非本人兑换礼物
850,851,我手上的卡是我朋友的你们的积分可以换话费吗
851,852,我妈妈的卡我要帮她换礼品
852,853,我妈妈的透支卡可以查积分吗
853,854,卡不是我的我怎么兑换积分吗
854,855,卡是我爸的他不会兑换你帮我看一下可以换什么
855,856,办理etc的话多少钱
856,857,etc办理是怎么收费的
857,858,办理的借记卡可以网上快捷支付嘛
858,859,我办的借记卡是不是可以网上消费
859,860,借记卡支持网上消费功能嘛
860,861,我想把定期转成活期但是不想去你们专柜
861,862,除了去专柜还能去哪儿办定期转活期
862,863,网银证书版能办定期转活期嘛
863,864,我的服务卡有购买份数限制吗
864,865,我想知道一个人最多可以买几张五一服务卡
865,866,五一服务卡每人可以办几张
866,867,我不能多买几张服务卡吗
867,868,我想查一下我每天的借记卡的免密额度
868,869,我想申请办理ETC
869,870,银行卡进出闸机和市民卡一样嘛
870,871,我的网银专业版显示没有收到证书怎么办
871,872,网页证书需要在哪里下载
872,873,怎么下载你们的证书
873,874,你们的网页可以下载网银证证书吗
874,875,基金购买成功到确认份额要多久
875,876,基金购买以后不是立刻确认份额的吗
876,877,进出闸机什么手机才能刷
877,878,进出闸机刷银行卡的手机品牌有要求嘛
878,879,我的贷记卡申请现在是什么进度了
879,880,什么公司才能开通etc
880,881,我还想再买点黄金
881,882,我可不可以再买一点黄金
882,883,我之后还可以来买黄金嘛
883,884,黄金能回购嘛
884,885,企业一般户怎么进行销户
885,886,手机银行的取款额度怎么查看
886,887,手机银行的转账限额是多少
887,888,手机银行是不是有取款限制
888,889,请问一下我手机银行的取款额度
889,890,信用卡消费的账单能不能分期付款
890,891,我可以申请信用卡消费账单分期吗
891,892,信用卡的积分会一年清一次吗
892,893,贷记卡的积分会持续积累吗
893,894,我信用卡到期之后积分会不会清零
894,895,我的车易卡还款日是什么时候
895,896,车易卡的还款期限有多久
896,897,企业手机银行和企业网银有什么区别
897,898,个人存款证明有英文版本吗
898,899,我没有办网银怎么才能开通贷记卡的电子账单
899,900,我需要带什么资料才能去你们行里办贷记卡的电子账单
900,901,贷记卡开通电子账单
901,902,车易卡的出账日怎么算
902,903,车易卡什么时候出账
903,904,我在网上汇款你们要收手续费吗
904,905,网上转账要不要手续费
905,906,网上银行转账汇款需要支付多少手续费
906,907,购买理财产品可不可以不做风险评估
907,908,电子钱包卡有密码嘛
908,909,企业一般户办理的要求
909,910,我想问一下电子钱包卡坐公交的话打几折
910,911,我想知道电子钱包卡坐公交是不是可以打折
911,912,电子钱包卡在宁波坐公交打几折
912,913,电子钱包卡坐公交车有优惠嘛
913,914,企业来账明细要怎么查询
914,915,如何查询外币账户明细
915,916,信用卡绑定的家庭电话能不能修改
916,917,信用卡当时填的座机需要更改
917,918,信用卡的绑定家庭电话需要更换一下
918,919,手机上面不能多加几个账户嘛
919,920,我想在手机上多加几个账户
920,921,USBKey密码要怎么维护
921,922,我想修改企业网银USBKey密码
922,923,修改USBKey密码的方法
923,924,信用卡积分查看途径
924,925,你们的网银上面可以看信用卡的积分吗
925,926,我可以通过什么看我的信用卡积分
926,927,贷记卡的积分查询可以通过哪种方式
927,928,怎么给贷记卡未出账单分期
928,929,我想在信用卡账单没出前给他分期还款
929,930,怎么在账单出来之前分期
930,931,我能不能申请信用卡的分期还款
931,932,信用卡在你们异地的柜台取款是否需要手续费
932,933,存折交易密码修改怎么进行
